parent_company,lens_id,date_published,title,applicants,climate_codes,abstract
Apple,029-055-059-468-224,2014-04-17,MONITORING A BATTERY IN A PORTABLE ELECTRONIC DEVICE,APPLE INC,Y02D10/00; Y02D30/70; Y02D10/00; Y02D30/70,
Apple,029-722-068-574-367,2014-05-08,Dynamic Voltage Dithering,APPLE INC,Y02D10/00; Y02D10/00,"A request for a high voltage mode is received and a high voltage timer is started in response to determining that a remaining amount of high voltage credits exceeds a voltage switch threshold value. A switch to the high voltage mode is made in response to the request. A low voltage mode is switched to in response to an indication. The request may be received from an application running on a data processing system. If the indication is that the high voltage timer has expired, a low voltage timer "
Apple,038-742-010-717-075,2014-05-01,Display pipe alternate cache hint,APPLE INC,Y02D10/00; Y02D10/00,"A system and method for efficiently allocating data in a memory hierarchy. A system includes a memory controller for controlling accesses to a memory and a display controller for processing video frame data. The memory controller includes a cache capable of storing data read from the memory. A given video frame may be processed by the display controller and presented on a respective display screen. During processing, control logic within the display controller sends multiple memory access reques"
Apple,039-891-865-734-490,2014-04-23,Method for optimizing power consumption in wireless devices using data rate efficiency factor,APPLE INC,Y02D30/70; Y02D30/70,"An electronic device has wireless communications circuitry that supports communications using multiple radio access technologies. The electronic device may gather information such as data rate values, power consumption values, and other data for a currently active radio access technology and an alternative radio access technology. The electronic device may automatically switch between the currently active radio access technology and the alternative radio access technology based on a value of a d"
Apple,040-730-715-489-459,2014-05-01,ADAPTIVE OVER-PROVISIONING IN MEMORY SYSTEMS,APPLE INC,Y02D10/00; Y02D10/00,"A method for data storage includes, in a memory that includes multiple memory blocks, specifying at a first time a first over-provisioning overhead, and storing data in the memory while retaining in the memory blocks memory areas, which do not hold valid data and whose aggregated size is at least commensurate with the specified first over-provisioning overhead. Portions of the data from one or more previously-programmed memory blocks containing one or more of the retained memory areas are compac"
Apple,048-560-917-444-189,2014-04-17,PROVIDING NAVIGATION INSTRUCTIONS WHILE DEVICE IS IN LOCKED MODE,APPLE INC,Y02D10/00; Y02D30/70; Y02D30/70,"A method of providing navigation instructions in a locked mode of a device is disclosed. The method, while the display screen of the device is turned off, determines that the device is near a navigation point. The method turns on the display screen and provides navigation instructions. In some embodiments, the method identifies the ambient light level around the device and turns on the display at brightness level determined by the identified ambient light level. The method turns off the display "
Apple,061-978-605-956-432,2014-04-29,Headset electronics,TERLIZZI JEFFREY J; SANFORD EMERY; HANKEY M EVANS; TIKALSKY TERRY; TANG JOHN; DE IULIIS DANIELE; RUSSELL-CLARK PETER; APPLE INC,Y02D30/70,"A wireless headset device that includes an earbud assembly and a primary housing assembly, fixed to the earbud assembly, is provided. The earbud assembly can include an earbud flexible circuit board having mounted thereon a receiver and processing circuitry. The primary housing assembly can include a microphone and a primary housing flexible circuit board electrically coupled to the earbud circuit board and the microphone. In some embodiments, the headset device can include at least one flexible"
Apple,062-187-695-888-765,2014-04-24,APPLICATION-AWARE RADIO POWER SAVING,APPLE INC,Y02D30/70; Y02D30/70,"In order to facilitate reduced power consumption of an electronic device (such as a smartphone) when communicating with another electronic device (such as an access point) in a wireless network, the electronic device may change a wake policy based on the applications executing on the electronic device. In particular, the electronic device may monitor a subset of the applications currently executed by a processor in the electronic device, where the subset can include zero or more of the applicati"
Apple,067-504-967-221-787,2014-05-07,Power converter with automatic mode switching,APPLE INC,Y02B70/10,
Apple,071-636-127-486-351,2014-04-24,Discontinuous Reception Cycle Scaling in a Wireless Device,APPLE INC,Y02D30/70; Y02D30/70,"Connected-mode discontinuous reception (C-DRX) cycle scaling by a wireless user equipment (UE) device. The UE may establish a connection with a network via a wireless link, which may operate according to LTE. The UE may communicate with the network via the wireless link using C-DRX over a plurality of C-DRX cycles. Each C-DRX cycle may include a period of time during which the UE operates in a reduced-power state and a scheduled on-duration period of time. An indication may be received to remain"
Apple,072-415-642-222-585,2014-05-08,METHOD FOR OPTIMIZING POWER CONSUMPTION IN WIRELESS DEVICES USING DATA RATE EFFICIENCY FACTOR,APPLE INC,Y02D30/70; Y02D30/70,
Apple,072-435-153-228-351,2014-05-07,Integrated circuit with multiported memory supercell and data path switching circuitry,APPLE INC,Y02D10/00; Y02D10/00,
Apple,089-527-167-990-262,2014-05-07,Device used for melting materials,APPLE INC; CRUCIBLE INTELLECTUAL PROP LLC,Y02P10/25; Y02P10/25,"The embodiment of the utility model relates to a device used for melting materials. It is ideal that when a melt is heated or molten, the melt is dragged in a melting area of a horizontal system under an expected high temperature without introducing a door for physically stopping the melt. The device comprises a container, a load induction coil and a dragging induction coil, wherein the container is used for receiving the materials to be molten, the load induction coil is adjacent to the contain"
Apple,097-730-528-579-991,2014-04-30,Rotationsoperationen in einer Kartierungsanwendung,APPLE INC,Y02D30/70,"For a device that includes a touch-sensitive screen and a touch input interface, a method of presenting a map is described. The method displays a presentation of a map from a particular view of the map. The method generates and displays a rotating presentation of the map by changing the particular view while receiving a multi-touch input and for a duration of time after the multi-touch input has terminated in order to provide a degree of inertia motion for the rotating map presentation.
"
Apple,098-320-630-883-580,2014-04-24,MOTION-BASED ADAPTIVE SCANNING,APPLE INC,Y02D30/70; Y02D30/70,"In order to facilitate reduced power consumption of an electronic device (such as a smartphone) when communicating with another electronic device (such as an access point) in a wireless network, the electronic device may change a frequency of network scans performed by an interface circuit in the electronic device based on a motion profile of the electronic device. In particular, the electronic device may determine the motion profile based on spatial information, such as: acceleration data, orie"
Apple,106-267-358-510-555,2014-04-24,HEATED FOLDING OF SEALS IN BATTERY CELLS,APPLE INC,Y02E60/10; Y02P70/50,"The disclosed embodiments relate to the manufacture of a battery cell. The battery cell includes a set of layers including a cathode with an active coating, a separator, and an anode with an active coating. The battery cell also includes a pouch enclosing the layers, wherein the pouch is flexible. The layers may be wound to create a jelly roll and/or stacked prior to sealing the layers in the flexible pouch. A side fold is also formed in the pouch by producing a target temperature in the range o"
Apple,106-415-064-832-868,2014-04-29,Power saving methods for wireless systems,FONG MO-HAN; ZHANG HANG; APPLE INC,Y02D30/70; Y02D30/70,"Methods for saving power and facilitating transitions from power-saving states back to active states in mobile stations are provided. A base station transmits indication of a periodic interval at which system configuration information is to be transmitted, periodically transmits a current version of system configuration information and in advance of an action time of a new version of system configuration information, periodically transmits the new version of system configuration information at t"
Apple,106-455-354-413-270,2014-05-01,Bandwidth management,APPLE INC,Y02D10/00; Y02D10/00,"In some embodiments, a system includes a shared, high bandwidth resource (e.g. a memory system), multiple agents configured to communicate with the shared resource, and a communication fabric coupling the multiple agents to the shared resource. The communication fabric may be equipped with limiters configured to limit bandwidth from the various agents based on one or more performance metrics measured with respect to the shared, high bandwidth resource. For example, the performance metrics may in"
Apple,109-681-603-019-245,2014-05-01,Hardware Automatic Performance State Transitions in System on Processor Sleep and Wake Events,APPLE INC,Y02D10/00; Y02D30/50; Y02D10/00; Y02D30/50; Y02D10/00; Y02D30/50,"In an embodiment, a power management unit (PMU) may automatically transition (in hardware) the performance states of one or more performance domains in a system. The target performance states to which the performance domains are to transition may be programmable in the PMU by software, and software may signal the PMU that a processor in the system is to enter the sleep state. The PMU may control the transition of the performance domains to the target performance states, and may cause the process"
Apple,111-725-260-877-953,2014-04-22,Method and apparatus for idling a network connection,MASPUTRA CAHYA A; VAN MILLIGAN MICHAEL R; GRAESSLEY JOSHUA V; APPLE INC,Y02D10/00; Y02D30/50; Y02D10/00; Y02D30/50,"The described embodiments provide a system that controls the operating state of a network interface. During operation, in response to receiving a request from an application to use the network interface for a route, the system creates a route structure for the route and increments a route reference counter in an interface data structure for the network interface. Upon subsequently determining that the application is no longer using the route, the system sets a route expiration timer in the route"
Apple,112-092-976-234-565,2014-05-01,METHODS AND APPARATUSES FOR DYNAMIC POWER CONTROL,APPLE INC,Y02D10/00; Y02B70/10; Y02B70/30; Y02D10/00,"Exemplary embodiments of methods and apparatuses to provide a cooling arrangement for a system are described. The system includes a component coupled to a heat sink. A signal associated with a temperature control of the component is asserted. A target temperature of the heat sink is adjusted based on the signal. In one embodiment, a temperature control loop of the heat sink is operated. The temperature of the heat sink may be monitored using one or more sensors placed on the heat sink. An operat"
Apple,113-741-013-011-477,2014-05-08,NAVIGATION APPLICATION,APPLE INC,Y02D10/00; Y02D30/70; Y02D10/00; Y02D30/70,"Some embodiments provide a navigation application that presents a novel navigation presentation on a device. The application identifies a location of the device, and identifies a style of road signs associated with the identified location of the device. The application then generates navigation instructions in form of road signs that match the identified style. To generate the road sign, the application in some embodiments identifies a road sign template image for the identified style, and gener"
Apple,113-749-425-289-682,2014-04-22,Multi-functional cellular telephone,WILLIAMS HILARY L; APPLE INC,Y02D30/70; Y02D30/70,A portable computer arranged to rest comfortably in the hand has a small display screen. Accelerometers capable of detecting movement of the pen with respect to gravity provide input to a microcontroller which selects a response from a number of viewing modes. The pen may be held in either hand and the output message to the screen will be oriented according to the location of the pen. Full personal digital assistance functionality may be incorporated in a relatively small plastics casing and fun
Apple,122-720-006-365-713,2014-04-29,Battery pouch sheet edge insulation,ROY LOREN L; APPLE INC,Y02E60/10; Y02P70/50,"A multi layer laminate sheet suitable to form a battery pouch is described. The laminate sheet includes a core metal layer, a sealant layer, and an insulating layer. The sealant layer is bonded to one surface of the core metal layer, and the insulating layer is bonded to the other surface of the core metal layer. The insulating layer has a width that is greater than the width of the core metal layer, such that the insulating layer extends past two edges of the core metal layer. When the pouch is"
Apple,127-039-398-219-583,2014-04-24,ROTATION OPERATIONS IN A MAPPING APPLICATION,APPLE INC,Y02D30/70,"For a device that includes a touch-sensitive screen and a touch input interface, a method of presenting a map is described. The method displays a presentation of a map from a particular view of the map. The method generates and displays a rotating presentation of the map by changing the particular view while receiving a multi-touch input and for a duration of time after the multi-touch input has terminated in order to provide a degree of inertia motion for the rotating map presentation."
Apple,132-669-039-363-206,2014-04-23,RECEIVING A MESSAGE IDENTIFYING NEIGHBOR CELLS,APPLE INC,Y02D30/70; Y02D30/70,
Apple,133-057-135-547-485,2014-05-06,Displays with minimized borders,RAPPOPORT BENJAMIN M; FRANKLIN JEREMY C; CHEN CHENG; MYERS SCOTT A; APPLE INC,Y02E10/549; Y02E10/549; Y02E10/549,An electronic device may be provided with a display having a flexible substrate with bent edges. The flexible substrate may have a planar active region that includes an array of light-emitting elements such as organic light-emitting diodes with associated control lines. The flexible substrate may also have inactive regions that lie outside of the active region. The bent edges may be formed from portions of the flexible substrate in the inactive regions. Traces for distributing control signals to
Apple,145-854-474-991-254,2014-05-06,Apparatus and methods for transmission and reception of data in multi-antenna systems,CHOI HYUNG-NAM; APPLE INC,Y02D30/70; Y02D30/70,"Methods and apparatus adapted to address asymmetric conditions in a multi-antenna system. In one embodiment, the multi-antenna system comprises a wireless (e.g., 3G cellular) multiple-input, multiple-output (MIMO) system, and the methods and apparatus efficiently utilize transmitter and receiver resources based at least in part on a detected asymmetric condition. If an asymmetric condition is detected by the transmitter on any given data stream, the transmitter can decide to utilize only a subse"
Apple,146-955-033-290-304,2014-05-08,SYNCHRONIZATION OF BUFFERED AUDIO DATA WITH LIVE BROADCAST,APPLE INC,Y02D30/70; Y02D30/70,"Various techniques relating to the buffering of a live audio broadcast on an electronic device and the subsequently playback the buffered data are provided. In one embodiment, the playback speed of the buffered data may be increased relative to the actual speed at which the data was originally broadcasted. If the buffered playback (using the increased playback speed) synchronizes or catches up to the live broadcast, the electronic device may disable buffering and output the live stream instead. "
Apple,147-109-553-256-111,2014-05-07,Dynamic voltage and frequency management,APPLE INC,Y02D10/00; Y02D10/00,
Apple,153-923-978-888-919,2014-05-01,Flexible displays,APPLE INC,Y02E10/549; Y02E10/549,An electronic device may be provided with an organic light-emitting diode display with minimized border regions. The border regions may be minimized by providing the display with bent edge portions having neutral plane adjustment features that facilitate bending of the bent edge portions while minimizing damage to the bent edge portions. The neutral plane adjustment features may include a modified backfilm layer of the display in which portions of the backfilm layer are removed in a bend region.
Apple,158-142-351-443-318,2014-05-13,Multi-core power management,CONROY DAVID G; SOTOMAYOR GUY; APPLE INC,Y02D10/00; Y02D10/00,"The disclosed embodiments provide a system that operates a processor in a multi-core processor system. During operation, the system detects the creation of an asynchronous wakeup event for the processor. In response to detecting the creation of the asynchronous wakeup event, when the processor is subsequently placed into an idle state, the system configures the processor to resume operation at a reduced frequency that is a fraction of an operating frequency for the multi-core processor system, w"
Apple,158-444-057-164-995,2014-05-07,METHODS FOR CONTROL SIGNALING FOR WIRELESS SYSTEMS,APPLE INC,Y02D30/70,
Apple,161-845-040-198-705,2014-04-23,MEDIENVERARBEITUNGSVERFAHREN UND VORRICHTUNG,APPLE INC,Y02D10/00; Y02D30/50; Y02D10/00; Y02D30/50,
Apple,165-253-491-185-280,2014-05-07,"Covers, consumer systems, protective covers, consumer electronics and magnetic measuring systems",APPLE INC,Y02D10/00; Y02D10/00,"The utility model relates to covers, consumer systems, protective covers, consumer electronics and magnetic measuring systems and particularly relates to a cover attached to a tablet device magnetically. The cover comprises at least one fin. In the embodiment, the fin comprises a plurality of segments, a first segment comprises a first multi-edge attaching magnet distributed along the first edge of the fin, and a second segment comprises a second multi-edge attaching magnet distributed along a s"
Apple,173-190-471-518-29X,2014-04-29,System and method for controlling a wireless device,MCCOY JAMES W; APPLE INC,Y02D30/70; Y02D30/70,"A method is provided for controlling operation of a wireless device, including: receiving an initial incoming signal from a remote device in a first operational mode, the initial incoming signal including information related to an initial remaining battery power in the remote device; determining that a second operational mode will be a first possible mode if the initial remaining battery power in the remote device is within a first power range; determining that the second operational mode will b"
Apple,175-401-076-779-801,2014-04-17,BATTERY WITH MULTIPLE JELLY ROLLS IN A SINGLE POUCH,APPLE INC,Y02E60/10; Y02P70/50,"The disclosed embodiments provide a battery cell which includes a set of jelly rolls enclosed in a pouch. Each jelly roll includes layers which are wound together, including a cathode with an active coating, a separator, and an anode with an active coating. The battery cell also includes a first set of conductive tabs and a second set of conductive tabs. Each of the first set of conductive tabs is coupled to the cathode of one of the jelly rolls, and each of the second set of conductive tabs is "
Apple,175-679-797-053-257,2014-04-24,MAPPING APPLICATION WITH 3D PRESENTATION,APPLE INC,Y02D30/70,"With proliferation of mobile devices such as smartphones, users are enjoying numerous applications of numerous kinds that can be run on their devices. One popular type of such application is mapping and navigation applications that allow user to browse maps and get route directions. Despite their popularity, these mapping and navigation applications have shortcomings with their user interfaces and features that cause inconvenience to the users."
Apple,177-911-725-705-734,2014-04-24,THREE-DIMENSIONAL NON-RECTANGULAR BATTERY CELL STRUCTURES,APPLE INC,Y02E60/10; Y02P70/50,"The disclosed embodiments provide a battery cell. The battery cell includes a set of layers including a cathode with an active coating, a separator, and an anode with an active coating. The battery cell also includes a pouch enclosing the layers. Finally, the battery cell has a three-dimensional non-rectangular shape to facilitate efficient use of space within a portable electronic device powered by the battery cell: For example a hole (202) may extend through both the layers and the pouch. The "
Apple,178-254-304-792-293,2014-05-07,Thermal management techniques and an electronic device using the method,APPLE INC,Y02D10/00; Y02D30/70; Y02D10/00,
Apple,181-333-529-321-103,2014-04-21,Assembly for coupling the housings of an electronic device,APPLE INC,Y02D30/70,
Apple,186-102-551-738-929,2014-04-24,THREE-DIMENSIONAL NON-RECTANGULAR BATTERY CELL STRUCTURES,APPLE INC,Y02E60/10; Y02P70/50,"The disclosed embodiments provide a battery cell. The battery cell includes a set of layers including a cathode with an active coating, a separator, and an anode with an active coating. The battery cell also includes a pouch enclosing the layers. Finally, the battery cell has a three-dimensional non-rectangular shape to facilitate efficient use of space within a portable electronic device powered by the battery cell."
Apple,196-377-384-499-531,2014-05-13,Cable with fade and hot plug features,SHARMA ANUP K; KRUEGER SCOTT P; HOLLABAUGH JAMES M; YEPEZ ROBERTO G; ADLER MITCHELL D; TRIPATHI BRIJESH; TERLIZZI JEFFREY J; APPLE INC,Y02D10/00; Y02D10/00,"In an embodiment, a host computing device includes an internal display and also includes a connector to connect to an external display. A cable is provided to connect to the connector and to connect to the external display. The cable includes video processing capabilities. For example, the cable may include a memory configured to store a frame buffer. The frame buffer may store a frame of video data for further processing by the video processing device in the cable. The video processing device m"
Apple,196-662-891-041-27X,2014-04-29,Media processing method and device,APPLE INC,Y02D10/00; Y02D30/50; Y02D10/00; Y02D30/50,"A media processing system and device with improved power usage characteristics, improved audio functionality and improved media security is provided. Embodiments of the media processing system include an audio processing subsystem that operates independently of the host processor for long periods of time, allowing the host processor to enter a low power state while the audio data is being processed. Other aspects of the media processing system provide for enhanced audio effects such as mixing st"
Apple,198-137-364-868-90X,2014-05-08,ROUTE DISPLAY AND REVIEW,APPLE INC,Y02D30/70,"For a device running a mapping application that includes a display area for displaying a map and a set of graphical user interface (GUI) items, a method for providing routes is described. The method computes a route between a starting location and a destination location. The route includes a sequence of maneuvering instructions for guiding a user through the route. The method provides a movable GUI item for showing each maneuvering instruction in the sequence in order to allow a user to navigate"
Apple,002-638-026-680-426,2014-04-17,Automated Response to and Sensing of User Activity in Portable Devices,APPLE INC,Y02D30/70,"The various methods and devices described herein relate to devices which, in at least certain embodiments, may include one or more sensors for providing data relating to user activity and at least one processor for causing the device to respond based on the user activity which was determined, at least in part, through the sensors. The response by the device may include a change of state of the device, and the response may be automatically performed after the user activity is determined."
Apple,007-408-932-495-589,2014-04-16,Preemptive hardware activation,APPLE INC,Y02D10/00; Y02D10/00,"Implementations are disclosed for activating hardware on a device preemptively based on whether a service associated with the hardware will be required or likely be used by an application, or if the application's access to the service is granted by a user of the application. The disclosed implementations provide a perceived improvement of performance by applications supported by slow starting hardware."
Apple,008-222-003-058-406,2014-04-01,Reducing call drops in uplink power limited scenarios,APPLE INC,Y02D30/70; Y02B70/30; Y02D30/70,A method for reducing call drops in uplink power limited scenarios is disclosed. The method can include a wireless communication device determining that the wireless communication device is experiencing an uplink power limited condition in which a transmission power of the wireless communication device is limited to a level below a power class level of the wireless communication device. The method can further include defining a downlink power threshold for sending a measurement report for trigge
Apple,015-319-354-871-815,2014-04-16,Transmitting beacon frames over a wireless data link,APPLE INC,Y02D30/70; Y02D30/70,"A method and apparatus are described for transmitting beacon frames to an electronic device over a wireless data link. In the described embodiments, a processing subsystem is coupled to a transceiver and is configured to determine a beacon frame interval based on a highest common factor of a listen interval for the electronic device and a delivery traffic indication message interval, and to control the transceiver to transmit a beacon frame each beacon frame interval."
Apple,020-265-042-237-831,2014-04-02,RÜCKLICHT UND UMGEBUNGSLICHTSENSORSYSTEM,APPLE INC,Y02D10/00; Y02D30/70; Y02D10/00; Y02D10/00; Y02D30/70,
Apple,022-467-340-849-850,2014-04-17,PRESSURE-RELIEF MECHANISM TO IMPROVE SAFETY IN LITHIUM-POLYMER BATTERY CELLS,APPLE INC,Y02E60/10; Y02P70/50,"The disclosed embodiments relate to a battery cell which includes a weakness for relieving pressure. This battery cell includes a jelly roll comprising layers which are wound together, including a cathode with an active coating, a separator and an anode with an active coating. The jelly roll also includes a first conductive tab coupled to the cathode and a second conductive tab coupled to the anode. The jelly roll is enclosed in a flexible pouch, wherein the first and second conductive tabs exte"
Apple,025-481-729-141-279,2014-04-10,DYNAMIC RECEIVE DIVERSITY SELECTION FOR LTE,APPLE INC,Y02D30/70; Y02D30/70,"Methods, apparatuses and computer readable media are described that configure wireless circuitry in a wireless communication device. The wireless communication device establishes a connection to a wireless network using wireless circuitry that includes a first radio frequency receive signal chain and a second radio frequency receive signal chain. The wireless communication device monitors uplink and downlink traffic activity communicated between the wireless communication device and the wireless"
Apple,033-470-118-239-724,2014-04-02,PRÄSENZDETEKTION,APPLE INC,Y02D10/00; Y02D10/00,
Apple,040-577-617-977-135,2014-04-03,INTERRUPT SUPPRESSION STRATEGY,APPLE INC,Y02D10/00; Y02D10/00,"The disclosed embodiments provide a system that suppresses interrupts to facilitate efficient use of a processor in a computer system. The system includes a node that transmits a first interrupt to the processor upon receiving a first packet for processing at the processor and disables subsequent interrupts to the processor during an interrupt-suppression state in the processor. The system also includes the processor, which processes the first packet upon receiving the first interrupt and transm"
Apple,048-580-940-155-885,2014-04-17,APPLICATION-AWARE RADIO POWER SAVING,APPLE INC,Y02D30/70; Y02D30/70,"In order to facilitate reduced power consumption of an electronic device (such as a smartphone) when communicating with another electronic device (such as an access point) in a wireless network, the electronic device may change a wake policy based on the applications executing on the electronic device. In particular, the electronic device may monitor a subset of the applications currently executed by a processor in the electronic device, where the subset can include zero or more of the applicati"
Apple,050-243-222-251-017,2014-04-17,MOTION-BASED ADAPTIVE SCANNING,APPLE INC,Y02D30/70; Y02D30/70,"In order to facilitate reduced power consumption of an electronic device (such as a smartphone) when communicating with another electronic device (such as an access point) in a wireless network, the electronic device may change a frequency of network scans performed by an interface circuit in the electronic device based on a motion profile of the electronic device. In particular, the electronic device may determine the motion profile based on spatial information, such as: acceleration data, orie"
Apple,051-489-574-137-150,2014-04-03,TRANSMISSION POWER MODULATION TO FACILITATE IN-DEVICE COEXISTENCE BETWEEN WIRELESS COMMUNICATION TECHNOLOGIES,APPLE INC,Y02D30/70,A method of modulating transmission power to facilitate in-device coexistence between wireless communication technologies is provided. The method can include determining a scheduled time period during which data is received by a device via a first wireless communication technology. The method can further include reducing a transmission power of a transmission from the device via a second wireless communication technology to a threshold level prior to the scheduled time period and controlling the
Apple,054-084-709-875-366,2014-04-15,Host device suspending communication link to client device based on client device notification,DALAL ANAND; ZHANG HAINING; ADLER MITCHELL D; APPLE INC,Y02D10/00; Y02D10/00,"A communication link between a host device and a client device can be suspended based on a suspend request or notification provided by the client device. The suspend request can be transmitted by a client device to a host device if the client device determines that suspension is appropriate, and can be sent in response to receiving a polling request from the host device. After receiving a suspend request, the host device can initiate an operation to suspend the communication link between the dev"
Apple,056-708-218-609-181,2014-04-03,SYSTEM CACHE WITH FINE GRAIN POWER MANAGEMENT,APPLE INC,Y02D10/00; Y02D10/00,"Methods and apparatuses for reducing leakage power in a system cache within a memory controller. The system cache is divided into multiple small sections, and each section is supplied with power from a separately controllable power supply. When a section is not being accessed, the voltage supplied to the section is reduced to a voltage sufficient for retention of data but not for access. Incoming requests are grouped together based on which section of the system cache they target. When enough re"
Apple,060-365-789-608-847,2014-04-17,TRIGGERING CELL TRANSITION IN AN UPLINK POWER LIMITED CONDITION,APPLE INC,Y02D30/70; Y02D30/70,A method for triggering cell transition in an uplink power limited condition is disclosed. The method can include a wireless communication device determining that the wireless communication device is experiencing an uplink power limited condition; deriving a modified downlink channel quality measurement by adjusting a measured downlink channel quality to indicate a lower downlink channel quality than the measured downlink channel quality; generating a measurement report including the modified do
Apple,075-806-179-428-967,2014-04-01,Media device with intelligent cache utilization,HODGE ANDREW BERT; TUPMAN DAVID JOHN; BAR-NAHUM GUY; APPLE INC,Y02D10/00; Y02D10/00,"A portable media device and a method for operating a portable media device are disclosed. According to one aspect, a battery-powered portable media device can manage use of a mass storage device to efficiently utilize battery power. By providing a cache memory and loading the cache memory so as to provide skip support, battery power for the portable media device can be conserved (i.e., efficiently consumed). According to another aspect, a portable media device can operate efficiently in a seek m"
Apple,077-390-229-494-927,2014-04-17,Methods and Apparatus for Optimizing Paging Mechanisms Using Device Context Information,APPLE INC,Y02D30/70,"Methods and apparatus enabling a wireless network to optimize paging channel operation, based on mobile device context information. In one embodiment, the wireless network is a cellular network (e.g., LTE-Advanced), and both base stations and cellular user devices dynamically exchange and maintain a paging agreement. The paging agreement limits the paging channel operation, thereby minimizing unnecessary scanning and usage of irrelevant radio resources. Such paging mechanisms are limited to the "
Apple,078-910-476-500-91X,2014-04-10,TRIGGERING CELL TRANSITION IN AN UPLINK POWER LIMITED CONDITION,APPLE INC,Y02D30/70; Y02D30/70,A method for triggering cell transition in an uplink power limited condition is disclosed. The method can include a wireless communication device determining that the wireless communication device is experiencing an uplink power limited condition; deriving a modified downlink channel quality measurement by adjusting a measured downlink channel quality to indicate a lower downlink channel quality than the measured downlink channel quality; generating a measurement report including the modified do
Apple,080-821-749-153-544,2014-04-02,Accessory device,APPLE INC,Y02D10/00; Y02D10/00,"The invention describes an accessory device. A cover is described that is magnetically attached to a tablet device. The cover includes at least as flap. In the described embodiment, the flap includes a plurality of segments where the first segment includes a first plurality of edge attach magnets arrayed along a first edge of the flap and where a second segment includes a second plurality of edge attach magnets arrayed along a second edge of the flap opposite the first edge."
Apple,082-296-556-089-742,2014-04-08,Low-power GPU states for reducing power consumption,HENDRY IAN C; KODURI RAJABALI M; APPLE INC,Y02D10/00; Y02D30/50; Y02D10/00; Y02D30/50,"The disclosed embodiments provide a system that drives a display from a computer system. During operation, the system detects an idle state in a first graphics-processing unit (GPU) used to drive the display. During the idle state, the system switches from using the first GPU to using a second GPU to drive the display and places the first GPU into a low-power state, wherein the low-power state reduces a power consumption of the computer system."
Apple,092-979-866-826-782,2014-04-11,Indium tin oxide (ito) layer forming,APPLE INC,Y02E10/50,
Apple,098-255-796-733-410,2014-04-10,INTEGRATED MAPPING AND NAVIGATION APPLICATION,APPLE INC,Y02D30/70,"For a device that executes an integrated map and navigation application, a method for providing different operational modes of the application is described. The method provides a first operational mode for browsing and searching a map and a second operational mode for providing a navigation presentation that provides a set of navigation directions along a navigated route by reference to the map."
Apple,101-209-138-789-171,2014-04-03,DISABLING A LOW POWER MODE TO IMPROVE THE RECEPTION OF HIGH PRIORITY MESSAGES,APPLE INC,Y02D30/70; Y02D30/70,Embodiments of a wireless user equipment device are disclosed that may allow for the detection of radio frequency conditions. The device may be configured to determine message priorities and control the activation of a connected mode discontinuous reception in response to the message priorities.
Apple,106-081-552-658-638,2014-04-17,ESD PROTECTION IN A VERY SMALL FORM FACTOR CONSUMER ELECTRONIC PRODUCT,APPLE INC,Y02P70/50; Y02P70/50,A very small form factor consumer electronic product includes at least a single piece housing having an integral front and side walls that cooperate to form a cavity in cooperation with a front opening where an edge of the side walls define a rear opening and at least some of the edges have flanges. The consumer electronic product also includes an user input assembly having a size and shape in accordance with the front opening and a clip assembly having a size and shape in accordance with the re
Apple,110-485-683-208-958,2014-04-17,Methods and Apparatus for Optimizing Paging Mechanisms Using Device Context Information,APPLE INC,Y02D30/70,"Methods and apparatus enabling a wireless network to optimize paging channel operation, based on mobile device context information. In one embodiment, the wireless network is a cellular network (e.g., LTE-Advanced), and both base stations and cellular user devices dynamically exchange and maintain a paging agreement. The paging agreement limits the paging channel operation, thereby minimizing unnecessary scanning and usage of irrelevant radio resources. Such paging mechanisms are limited to the "
Apple,114-828-377-666-341,2014-04-10,BUFFERED INDICATION OF INDIVIDUALLY ADDRESSED TRAFFIC WITH REDUCED POWER CONSUMPTION,APPLE INC,Y02D30/70; Y02D30/70,"Embodiments provide a technique for enabling a wireless device to operate in a power saving mode without completely cutting off the wireless device from receiving outside communications. The technique includes, at an access point (AP), generating traffic indication map (TIM) information that indicates whether downlink data directed to the wireless device is buffered at the AP. The AP precedes a beacon frame with at least one “lightweight” traffic indication map (TIM) frame that includes the TIM "
Apple,120-000-696-546-272,2014-04-10,Methods and Apparatus for Optimizing Paging Mechanisms Using Device Context Information,APPLE INC,Y02D30/70,"Methods and apparatus enabling a wireless network to optimize paging channel operation, based on mobile device context information. In one embodiment, the wireless network is a cellular network (e.g., LTE-Advanced), and both base stations and cellular user devices dynamically exchange and maintain a paging agreement. The paging agreement limits the paging channel operation, thereby minimizing unnecessary scanning and usage of irrelevant radio resources. Such paging mechanisms are limited to the "
Apple,120-708-330-581-579,2014-04-17,Flexible battery pack,APPLE INC,Y02E10/50; Y02E60/10; Y02E70/30; Y02P70/50; Y02E10/50,"Flexible battery packs for use in electronic devices are disclosed. In one embodiment of the present disclosure, the flexible battery pack may include a plurality of cells, such as galvanic or photovoltaic cells. The battery pack also may include a plurality of laminate layers coupled to the cells that include a top laminate layer and a bottom laminate layer. An adhesive may be used to couple the top and bottom laminate layers together such that each of the plurality of cells is isolated from ea"
